"location","county","date","visitor","algaeobserved","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","datetime","latitude","longitude","sampledepth","picurl"
"Lake Estelle - NE lobe","Orange",2022-02-03,"DEP_CEN_ROC","No","mixed algae; no dominant species in sample","No","Yes",0.16,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-02-03 16:37:00,28.5771377,-81.3623294,0.3,
"Lake Estelle - NE lobe","Orange",2022-02-03,"CEROC","No","mixed algae; no dominant species in sample","No","Yes",0.16,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-02-03 16:37:00,28.5771377,-81.3623294,0.3,
"Lake Speer - SE boat ramp","Orange",2022-02-03,"DEP_CEN_ROC","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-02-03 15:28:00,28.4733,-81.5932,0.3,
"Lake Speer - SE boat ramp","Orange",2022-02-03,"CEROC","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-02-03 15:28:00,28.4733,-81.5932,0.3,
"Lake Monroe - Center (LMAC)","Volusia",2022-01-31,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-31 15:06:00,28.83496,-81.27091,0.3,
"Cypress Lake - West Lobe","Orange",2022-01-27,"County","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Orange County collected- small bloom on West edge of west lobe (~50m long)",2022-01-27 16:00:00,28.48009,-81.57121,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3405/attachments/3003?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Crescent Lake - mouth of Dunns Creek (CRESLM)","Putnam",2022-01-26,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-26 16:22:00,29.5295555555556,-81.5537222222222,0.3,
"Blue Cypress Lake - Center (BCL)","IndianRiver",2022-01-25,"SJRWMD","No","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected","HAB Routine Sample",2022-01-25 16:16:00,27.7266278,-80.7534226,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3399/attachments/2993?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Stickmarsh - North (STKM)","IndianRiver",2022-01-25,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-25 14:39:00,27.8103352,-80.7247417,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3401/attachments/2994?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Stick Marsh - North (STKM)","IndianRiver",2022-01-25,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-25 14:39:00,27.8103352,-80.7247417,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5021/attachments/1420?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Jesup - Center (OW-CTR)","Seminole",2022-01-24,"SJRWMD","Yes","Co-dominant taxa were: Cylindrospermopsis raciborskii and Planktolyngbya limnetica","Yes","Yes",0.47,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-25 04:09:00,28.726591095712,-81.2120528976484,0.3,
"Lake Copeland - SE Corner","Orange",2022-01-24,"DEP_CEN_ROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.26,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Aquashade applied?",2022-01-24 17:30:00,28.526,-81.3738,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3391/attachments/2986?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Copeland - SE Corner","Orange",2022-01-24,"CEROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.26,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Aquashade applied?",2022-01-24 17:30:00,28.526,-81.3738,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5012/attachments/1412?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Formosa - SW Park","Orange",2022-01-24,"DEP_CEN_ROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.34,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Suspended in WC, filamentous also observed. ",2022-01-24 16:45:00,28.5678085,-81.3715482,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3393/attachments/2990?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Formosa - SW Park","Orange",2022-01-24,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.34,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Suspended in WC, filamentous also observed. ",2022-01-24 16:45:00,28.5678085,-81.3715482,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5014/attachments/1416?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Formosa - pedestrian bridge","Orange",2022-01-24,"DEP_CEN_ROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.44,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Water green, slightly turbid. No surface accumulation. ",2022-01-24 15:45:00,28.569441,-81.3659756,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3392/attachments/2988?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Formosa - pedestrian bridge","Orange",2022-01-24,"CEROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.44,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Water green, slightly turbid. No surface accumulation. ",2022-01-24 15:45:00,28.569441,-81.3659756,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5013/attachments/1414?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Chelton - between Forrest Rd and Glencoe Rd","Orange",2022-01-24,"DEP_CEN_ROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.67,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Sheen still visible on lake, pushed to the shore.",2022-01-24 14:55:00,28.5777936,-81.348973,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3390/attachments/2985?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Chelton - between Forrest Rd and Glencoe Rd","Orange",2022-01-24,"CEROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.67,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Sheen still visible on lake, pushed to the shore.",2022-01-24 14:55:00,28.5777936,-81.348973,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5011/attachments/1411?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Estelle - NE lobe","Orange",2022-01-20,"DEP_CEN_ROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",1.1,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-20 16:22:00,28.5771377,-81.3623294,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3388/attachments/2998?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Estelle - NE lobe","Orange",2022-01-20,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",1.1,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-20 16:22:00,28.5771377,-81.3623294,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5009/attachments/1408?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Sampson - Center","Putnam",2022-01-19,"DEP_NE_ROC","Yes","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-19 20:10:00,29.927412,-82.1856568,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3386/attachments/2982?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Sampson - Center","Putnam",2022-01-19,"NEROC","Yes","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-19 20:10:00,29.927412,-82.1856568,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5007/attachments/1405?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Washington -  Center (LWC)","Brevard",2022-01-18,"SJRWMD","No","mixed algae; no dominant species in sample","No","Yes",0.33,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-18 16:48:00,28.1479513445599,-80.7437347573587,0.31,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3383/attachments/2978?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Washington - Center (LWC)","Brevard",2022-01-18,"SJRWMD","No","mixed algae; no dominant species in sample","No","Yes",0.33,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-18 16:48:00,28.1479513445599,-80.7437347573587,0.31,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5004/attachments/1401?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"St. Johns River - Beecher's Point","Putnam",2022-01-17,"DEP_NE_ROC","No","mixed algae; no dominant species in sample","No","Yes",0.3,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-17 17:00:00,29.4663097,-81.6852399,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3378/attachments/2974?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"St. Johns River - Beecher's Point","Putnam",2022-01-17,"NEROC","No","mixed algae; no dominant species in sample","No","Yes",0.3,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-17 17:00:00,29.4663097,-81.6852399,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/4999/attachments/1397?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Copeland - SE Corner ","Orange",2022-01-13,"DEP_CEN_ROC","Yes","mixed algae; no dominant species in sample","No","Yes",0.29,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-13 18:12:00,28.526,-81.3738,0.3,
"Lake Copeland - SE Corner","Orange",2022-01-13,"CEROC","Yes","mixed algae; no dominant species in sample","No","Yes",0.29,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-13 18:12:00,28.526,-81.3738,0.3,
"Lake Speer - SE boat ramp","Orange",2022-01-13,"DEP_CEN_ROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.68,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-13 17:12:00,28.4733,-81.5932,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3375/attachments/2972?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Speer - SE boat ramp","Orange",2022-01-13,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.68,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected",,2022-01-13 17:12:00,28.4733,-81.5932,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/4996/attachments/1395?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"St. Johns River - Shands Bridge (20030157)","StJohns",2022-01-13,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-13 16:16:00,29.9816305555556,-81.6221388888889,0.3,
"Doctors Lake - Center (DTL)","Clay",2022-01-13,"SJRWMD","No","mixed algae; no dominant species in sample","No","Yes",0.35,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-13 14:53:00,30.1380555555556,-81.7272222222222,0.3,
"St. Johns River - Mandarin Point (MP72)","Duval",2022-01-13,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected; Saxitoxins: not detected",,2022-01-13 14:26:00,30.1566666666667,-81.6838888888889,0.3,
"Lake Chelton - between Forrest Rd and Glencoe Rd","Orange",2022-01-12,"DEP_CEN_ROC","No","mixed algae; no dominant species in sample","No","Yes",0.5,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","No bloom observed. Some filamentous mats. Sheen still present on small portion of lake.",2022-01-12 19:55:00,28.5777936,-81.348973,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3372/attachments/2968?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Chelton - between Forrest Rd and Glencoe Rd","Orange",2022-01-12,"CEROC","No","mixed algae; no dominant species in sample","No","Yes",0.5,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","No bloom observed. Some filamentous mats. Sheen still present on small portion of lake.",2022-01-12 19:55:00,28.5777936,-81.348973,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/4993/attachments/1391?token=wXbLQUTMwAdjELwbUGJI6j0tpin4Drz5jglHdoNI0TMS_vb3rYoIIUoh6QLvB1LCcLEMIeVbxVN_5S107SPMGoBg7oXHvqrECkoFJMFKbmEKuS9z1kicQeoqovH3OBMsTZjzk8GV-eq0RtmF03iEtMOYITIpz_EvdZZXi8vx28y-Vi29Wa51yx1ne_1q6W1T"
"Lake Estelle - NE lobe","Orange",2022-01-12,"DEP_CEN_ROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Woronichinia naegeliana","Yes","Yes",7.2,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin: not detected","Bloom observed on shoreline, lake looks clear",2022-01-12 19:05:00,28.5771377,-81.3623294,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3373/attachments/2970?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
