"location","county","date","visitor","algaeobserved","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","datetime","latitude","longitude","sampledepth","picurl"
"St. Johns River - Mandarin Point (MP72)","Duval",2023-08-08,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, windy",2023-08-08 15:48:00,30.15666667,-81.68388889,0.316,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7582/attachments/4793?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - Center (DTL)","Clay",2023-08-08,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, windy",2023-08-08 15:23:00,30.13805556,-81.72722222,0.318,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7581/attachments/4792?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - Shands Bridge (20030157)","StJohns",2023-08-08,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, humid",2023-08-08 14:10:00,29.98163056,-81.62213889,0.304,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7580/attachments/4791?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Pioneer Lake - N Shore","Volusia",2023-08-07,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.4,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny. Algae specks observed throughout water column.",2023-08-07 15:32:00,28.883952372597,-81.242713145547,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7565/attachments/4757?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Georges Lake - Boat Ramp","Putnam",2023-08-07,"NEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.58,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-08-07 15:15:00,29.8022158341108,-81.8455217292969,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7560/attachments/4746?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Caywood Pond - SW Dock","Orange",2023-08-07,"CEROC","Yes","mixed algae; no dominant species in sample","No","Yes",,,0.11,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.11 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin-R: not detected; Saxitoxins: not detected","Algae specks observed throughout water column. Filamentous algal mat along shoreline near dock.",2023-08-07 14:15:00,28.4886106846202,-81.5907322547117,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7564/attachments/4754?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Park Lake - W Shore","Orange",2023-08-07,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny. Algae specks observed in water column.",2023-08-07 13:30:00,28.5548809708556,-81.3733840037315,0.2,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7563/attachments/4751?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - Mill Cove","Clay",2023-08-01,"NEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-08-01 15:35:00,30.1250923147393,-81.727492816033,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7537/attachments/4693?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Swimming Pen Creek - Whitey's Fish Camp","Clay",2023-08-01,"NEROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii","Yes","Yes",0.28,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-08-01 15:15:00,30.100959454294,-81.7467159216842,0.31,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7536/attachments/4690?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - at Catfish Point","Clay",2023-08-01,"NEROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii","Yes","Yes",0.38,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Odor present at sample site location.",2023-08-01 14:50:00,30.1199620521893,-81.7475580175012,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7535/attachments/4687?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - 1915 Salt Myrtle Lane","Clay",2023-08-01,"NEROC","Yes","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Odor present at sample site location.",2023-08-01 14:25:00,30.1249727645408,-81.7172556299817,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7534/attachments/4684?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Rowena - near NE corner","Orange",2023-07-31,"CEROC","Yes","Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii","Yes","Yes",,,0.3,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.30 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin-R: not detected; Saxitoxins: not detected","85 and cloudy",2023-07-31 15:07:00,28.5726584599013,-81.3583907254869,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7530/attachments/4675?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Pioneer Lake - N Shore","Volusia",2023-07-31,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.1,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","80 and cloudy",2023-07-31 13:54:00,28.8839501972507,-81.24274950498,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7529/attachments/4672?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Washington - Center (LWC)","Brevard",2023-07-31,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-07-31 13:41:00,28.142439,-80.746111,0.299,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7533/attachments/4682?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Bull Creek - near Boat Ramp","Flagler",2023-07-31,"SJRWMD","Yes","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Cloudy, humid",2023-07-31 13:26:00,29.4235535540947,-81.4359426897397,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7532/attachments/4681?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - end of Lawrence Rd","Clay",2023-07-27,"NEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.45,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-07-27 17:45:00,30.12992417267,-81.7520347664125,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7520/attachments/4657?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - Lake Shore boat ramp","Clay",2023-07-27,"SJRWMD","Yes","Co-dominant taxa were: Microcystis aeruginosa and Dolichospermum circinale","Yes","Yes",1.9,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, no rain. Noticeable smell.",2023-07-27 16:55:00,30.1230994900404,-81.7273486220406,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7522/attachments/4662?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - at Catfish Point","Clay",2023-07-27,"SJRWMD","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",1.1,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, no rain. Strong smell.",2023-07-27 13:40:00,30.1181234512759,-81.749008242117,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7521/attachments/4660?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Monroe - Center (LMAC)","Volusia",2023-07-27,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Overcast",2023-07-27 13:40:00,28.83496,-81.27091,0.3,
"Lake Minnehaha - E Dock","Orange",2023-07-26,"CEROC","Yes","Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.31,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","85 and cloudy",2023-07-26 14:22:00,28.6320847501568,-81.3517050475983,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7499/attachments/4638?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Marian - Boat Ramp","Osceola",2023-07-26,"SEROC","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.3,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-07-26 13:45:00,27.8728368863999,-81.0519900979362,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7496/attachments/4633?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Cedar River - end of Mardis Pl E","Duval",2023-07-26,"NEROC","Yes","Dominant taxon: Chlamydomonas sp.","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Not very green",2023-07-26 13:40:00,30.2900128865883,-81.7429517081792,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7495/attachments/4631?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake Jesup - Center (OW-CTR)","Seminole",2023-07-26,"SJRWMD","No","Dominant taxon: Microcystis aeruginosa","Yes","Yes",,,0.22,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: 0.22 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Nodularin-R: not detected; Saxitoxins: not detected","Sunny-No windE",2023-07-26 13:34:00,28.7268,-81.2111,0.3,
"Crescent Lake - mouth of Dunns Creek (CRESLM)","Putnam",2023-07-25,"SJRWMD","No","Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,2023-07-25 15:40:00,29.52955556,-81.55372222,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7479/attachments/4616?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - at Turkey Island channel marker 44","Putnam",2023-07-25,"SJRWMD","Yes","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, no rain",2023-07-25 14:35:00,29.4969183897107,-81.6847734990104,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7478/attachments/4614?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Lake George - Center (LEO)","Volusia",2023-07-25,"SJRWMD","Yes","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, no rain",2023-07-25 12:48:00,29.30830556,-81.60638889,0.3,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7477/attachments/4613?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Indian River Lagoon - Scobie Park","Brevard",2023-07-24,"CEROC","Yes","algal mat - Dominant taxon was: Chaetomorpha sp.; water - mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny and breezy. Large decaying algal mats along shoreline (red/green/white). Pungent sulfur smell. Deceased horseshoe crabs observed. 3 Stormwater inputs nearby.",2023-07-24 17:25:00,28.6126507828107,-80.8048360268395,0.15,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7471/attachments/4604?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Indian River Lagoon - near Merritt Island Wildlife Refuge","Brevard",2023-07-24,"CEROC","Yes","algal mat - Dominant taxon was: Chaetomorpha sp.; water - mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Sunny and breezy. Filamentous benthic algal mats. Decomposing algal mats also along shoreline (white/black/red/green) with pungent sulfur smell. Several deceased horseshoe crabs observed along shoreline. ",2023-07-24 16:21:00,28.6265869290886,-80.7892653060473,0.2,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7469/attachments/4599?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"St. Johns River - Shands Bridge (20030157)","StJohns",2023-07-24,"SJRWMD","No","mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Partly cloudy, humid, hot",2023-07-24 15:58:00,29.98163056,-81.62213889,0.303,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7465/attachments/4593?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
"Doctors Lake - 1915 Salt Myrtle Lane","Clay",2023-07-24,"NEROC","Yes","Dominant taxon: Dolichospermum sp.","Yes","Yes",2.2,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","Wind creating natural foam by shoreline. Odor present a sample site location.",2023-07-24 15:55:00,30.1262348089857,-81.7165971572543,0.11,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/7461/attachments/4588?token=mzFcMRqhxzPAoRJavp2MJlE9sT6bNWXjX_pgvftsGpn1Ch6Kz4tiSG7WEDe7VZCu3aZgEZ7ydwmV3IH_9kRJCKUzl3r7-WJlmDKdZTqr7buIlp1SLSUfwxDqlGPrJLuJ0Cqzv1SmhSuDA_jk7DsEDF_OfrzIg9-GymUF1nCPNsaJ4xOJEfCGLrmvEyRUPh1f"
